CO_IES,CO_CURSO,NO_CURSO,CO_CINE_ROTULO,TP_MODALIDADE_ENSINO,IN_AJUDA_DEFICIENTE,IN_QTD_RECURSOS,QT_MATRICULA_TOTAL,QT_CONCLUINTE_TOTAL
2560,1405145,PUBLICIDADE E PROPAGANDA,0414P01,A distância,True,5.0,39,0
2560,1454429,GESTÃO AMBIENTAL,0712G01,A distância,True,5.0,19,0
2564,13405,HISTÓRIA,0114H01,Presencial,0,0.0,337,36
2564,13407,GEOGRAFIA,0114G01,Presencial,0,0.0,261,34
2564,13410,PEDAGOGIA,0113P01,Presencial,0,0.0,343,41
2564,13433,DIREITO,0421D01,Presencial,0,0.0,910,134
2564,13434,ADMINISTRAÇÃO,0413A01,Presencial,0,0.0,407,46
2564,13435,METEOROLOGIA,0532M01,Presencial,0,0.0,54,5
2564,13436,CIÊNCIAS SOCIAIS,0114C03,Presencial,0,0.0,109,9
2564,13437,MEDICINA VETERINÁRIA,0841M01,Presencial,0,0.0,489,66
2564,13438,ENGENHARIA ELÉTRICA,0713E05,Presencial,0,0.0,899,110
2564,13439,ENGENHARIA CIVIL,0732E01,Presencial,0,0.0,536,94
2564,13440,ENGENHARIA AGRÍCOLA,0811E01,Presencial,0,0.0,104,13
2564,13441,ENGENHARIA QUÍMICA,0711E05,Presencial,0,0.0,202,29
2564,13442,ENGENHARIA MECÂNICA,0715E02,Presencial,0,0.0,302,32
2564,13444,ENGENHARIA DE MINAS,0724E01,Presencial,0,0.0,110,11
2564,13445,ENGENHARIA DE MATERIAIS,0722E01,Presencial,0,0.0,133,15
2564,13446,CIÊNCIA DA COMPUTAÇÃO,0614C01,Presencial,0,0.0,792,99
2564,13447,DESIGN,0212D02,Presencial,0,0.0,177,27
2564,13448,MATEMÁTICA,0114M01,Presencial,0,0.0,119,17
2564,13449,HISTÓRIA,0114H01,Presencial,0,0.0,291,39
2564,13451,CIÊNCIA ECONÔMICA,0311E01,Presencial,0,0.0,210,21
2564,13452,PEDAGOGIA,0113P01,Presencial,0,0.0,199,28
2564,13453,MEDICINA,0912M01,Presencial,0,0.0,564,69
2564,13456,ENGENHARIA FLORESTAL,0821E01,Presencial,0,0.0,90,6
2564,21164,ARTE E MÍDIA,0288P01,Presencial,0,0.0,123,17
2564,43962,LETRAS - ESPANHOL,0115L02,Presencial,0,0.0,59,5
2564,79567,CIÊNCIAS CONTÁBEIS,0411C01,Presencial,0,0.0,223,39
2564,79570,ENGENHARIA DE PRODUÇÃO,0725E02,Presencial,0,0.0,149,13
2564,79572,ENFERMAGEM,0913E01,Presencial,0,0.0,228,37
2564,99800,AGRONOMIA,0811A04,Presencial,0,0.0,290,30
2564,99802,CIÊNCIAS BIOLÓGICAS,0114B01,Presencial,0,0.0,298,38
2564,99804,CIÊNCIAS BIOLÓGICAS,0114B01,Presencial,0,0.0,222,33
2564,99806,MATEMÁTICA,0114M01,Presencial,0,0.0,152,10
2564,99808,QUÍMICA,0114Q01,Presencial,0,0.0,184,18
2564,99810,FÍSICA,0114F02,Presencial,0,0.0,137,6
2564,107492,ENFERMAGEM,0913E01,Presencial,0,0.0,252,30
2564,107495,FARMÁCIA,0916F01,Presencial,0,0.0,407,63
2564,112282,ENGENHARIA AMBIENTAL,0712E01,Presencial,0,0.0,193,26
2564,112294,ENGENHARIA DE ALIMENTOS,0721E01,Presencial,0,0.0,171,17
2564,118546,ADMINISTRAÇÃO,0413A01,Presencial,0,0.0,190,30
2564,118550,ENGENHARIA DE ALIMENTOS,0721E01,Presencial,0,0.0,98,10
2564,118562,ENGENHARIA DE PETRÓLEO,0724E02,Presencial,0,0.0,109,17
2564,118630,MÚSICA,0114M02,Presencial,0,0.0,83,4
2564,118632,MÚSICA,0215M01,Presencial,0,0.0,36,3
2564,118910,NUTRIÇÃO,0915N01,Presencial,0,0.0,354,56
2564,120777,GEOGRAFIA,0114G01,Presencial,0,0.0,227,31
2564,121366,FILOSOFIA,0223F01,Presencial,0,0.0,28,2
2564,121367,FILOSOFIA,0114F01,Presencial,0,0.0,53,6
2564,122676,ODONTOLOGIA,0911O01,Presencial,0,0.0,408,72
2564,313436,CIÊNCIAS SOCIAIS,0312C02,Presencial,0,0.0,53,5
2564,313448,MATEMÁTICA,0541M01,Presencial,0,0.0,17,1
2564,318388,FÍSICA,0533F01,Presencial,0,0.0,28,4
2564,1101742,MEDICINA,0912M01,Presencial,0,0.0,160,20
2564,1106561,ENGENHARIA DE BIOTECNOLOGIA E BIOPROCESSOS,0711E03,Presencial,0,0.0,113,16
2564,1106562,ENGENHARIA DE BIOSSISTEMAS,0811E02,Presencial,0,0.0,89,10
2564,1106578,ENGENHARIA DE PRODUÇÃO,0725E02,Presencial,0,0.0,170,32
2564,1106595,CIÊNCIAS SOCIAIS,0114C03,Presencial,0,0.0,115,12
2564,1106596,INTERDISCIPLINAR EM EDUCAÇÃO NO CAMPO,0114E02,Presencial,0,0.0,113,20
2564,1108087,PSICOLOGIA,0313P01,Presencial,0,0.0,352,52
2564,1117877,SERVIÇO SOCIAL,0923S01,Presencial,0,0.0,129,25
2564,1120733,ESTATÍSTICA,0542E01,Presencial,0,0.0,49,4
2564,1129147,ARQUITETURA E URBANISMO,0731A02,Presencial,0,0.0,203,25
2564,1134328,ENFERMAGEM,0913E01,Presencial,0,0.0,192,26
2564,1135705,GESTÃO PÚBLICA,0413G12,Presencial,0,0.0,116,37
2564,1149786,COMUNICAÇÃO SOCIAL,0388P01,Presencial,0,0.0,245,27
2564,1150096,AGROECOLOGIA,0811A01,Presencial,0,0.0,88,8
2564,1152879,FÍSICA,0114F02,Presencial,0,0.0,97,6
2564,1152880,MATEMÁTICA,0114M01,Presencial,0,0.0,113,23
2564,1152881,QUÍMICA,0114Q01,Presencial,0,0.0,126,19
2564,1152882,CIÊNCIAS BIOLÓGICAS,0114B01,Presencial,0,0.0,112,5
2564,1158116,LETRAS - LÍNGUA PORTUGUESA,0115L13,Presencial,0,0.0,212,24
2564,1158117,LETRAS - PORTUGUÊS E FRANCÊS,0115L14,Presencial,0,0.0,44,2
2564,1158907,LETRAS - INGLÊS,0115L04,Presencial,0,0.0,58,3
2564,1160083,LETRAS - LÍNGUA PORTUGUESA,0115L13,Presencial,0,0.0,250,38
2564,1162185,LETRAS - LÍNGUA INGLESA,0115L04,Presencial,0,0.0,82,11
2564,1184381,LICENCIATURA INTERCULTURAL INDÍGENA,0113E03,Presencial,0,0.0,29,29
2564,1204358,FÍSICA,0114F02,Presencial,0,0.0,38,4
2564,1280408,ENGENHARIA CIVIL,0732E01,Presencial,0,0.0,367,38
2564,1364560,LETRAS - LIBRAS,0115L07,Presencial,True,3.0,60,0
2565,9696,ADMINISTRAÇÃO,0413A01,Presencial,True,1.0,318,80
2565,9697,CIÊNCIAS CONTÁBEIS,0411C01,Presencial,True,1.0,231,54
2565,16638,ADMINISTRAÇÃO,0413A01,Presencial,0,0.0,1,1
2565,18321,ADMINISTRAÇÃO,0413A01,Presencial,0,0.0,7,7
2565,19606,DIREITO,0421D01,Presencial,True,1.0,368,25
2565,48800,EDUCAÇÃO FÍSICA,0114E03,Presencial,True,1.0,220,82
2565,56095,FISIOTERAPIA,0915F01,Presencial,True,1.0,135,0
2565,73655,ENFERMAGEM,0913E01,Presencial,True,1.0,437,93
2565,105914,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,0615S02,Presencial,0,0.0,0,0
2565,105996,GESTÃO DE RECURSOS HUMANOS,0413G07,Presencial,True,1.0,147,66
2565,108474,FARMÁCIA,0916F01,Presencial,True,1.0,379,85
2565,120026,EDUCAÇÃO FÍSICA,0915E01,Presencial,True,1.0,239,77
2565,1143501,LOGÍSTICA,0413L01,Presencial,True,1.0,137,66
2565,1179326,GESTÃO DE RECURSOS HUMANOS,0413G07,Presencial,True,1.0,141,73
2565,1399844,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,0615S02,Presencial,0,0.0,64,28
2565,1399858,REDES DE COMPUTADORES,0612R01,Presencial,0,0.0,24,20
2565,5000006,PSICOLOGIA,0313P01,Presencial,True,1.0,593,152
2566,54964,ADMINISTRAÇÃO,0413A01,Presencial,True,11.0,125,14
2566,65731,DIREITO,0421D01,Presencial,True,11.0,231,1
2566,66885,ADMINISTRAÇÃO,0413A01,Presencial,True,11.0,66,0
2566,1332471,ENFERMAGEM,0913E01,Presencial,True,11.0,18,0
2568,54842,ADMINISTRAÇÃO,0413A01,Presencial,True,2.0,103,26
2568,74206,CIÊNCIAS CONTÁBEIS,0411C01,Presencial,True,1.0,99,18
2568,74212,PEDAGOGIA,0113P01,Presencial,True,3.0,225,64
2568,109320,FISIOTERAPIA,0915F01,Presencial,True,3.0,175,37
2568,109322,ENFERMAGEM,0913E01,Presencial,True,1.0,311,101
2568,1165339,SERVIÇO SOCIAL,0923S01,Presencial,True,2.0,72,0
2568,1172361,ENGENHARIA CIVIL,0732E01,Presencial,True,2.0,38,0
2568,1441065,FARMÁCIA,0916F01,Presencial,True,2.0,61,0
2568,1441066,NUTRIÇÃO,0915N01,Presencial,True,3.0,41,0
2568,5000185,EDUCAÇÃO FÍSICA,0114E03,Presencial,True,4.0,78,25
2569,66793,GESTÃO FINANCEIRA,0412G01,Presencial,True,7.0,55,14
2569,66801,COMÉRCIO EXTERIOR,0413C01,Presencial,True,7.0,46,17
2569,67033,GESTÃO DE RECURSOS HUMANOS,0413G07,Presencial,True,7.0,108,40
2569,106464,LOGÍSTICA,0413L01,Presencial,True,7.0,104,44
2569,1049967,GESTÃO COMERCIAL,0416G01,Presencial,True,7.0,121,46
2569,1260431,ENGENHARIA DE PETRÓLEO,0724E02,Presencial,True,7.0,0,0
2569,1335497,GESTÃO FINANCEIRA,0412G01,A distância,True,8.0,15,11
2569,1349458,CONSTRUÇÃO DE EDIFÍCIOS,0732C01,Presencial,True,7.0,0,0
2569,1364030,ESTÉTICA E COSMÉTICA,1012E01,Presencial,True,7.0,31,0
2569,1364279,AUTOMAÇÃO INDUSTRIAL,0714A01,Presencial,True,7.0,0,0
2569,1366361,REFRIGERAÇÃO E CLIMATIZAÇÃO,0713R01,Presencial,True,6.0,0,0
2569,1404861,GESTÃO DE RECURSOS HUMANOS,0413G07,A distância,True,7.0,1,0
2569,1406584,LOGÍSTICA,0413L01,A distância,True,7.0,1,0
2569,1406585,GESTÃO COMERCIAL,0416G01,A distância,True,7.0,1,0
2569,5000886,GESTÃO AMBIENTAL,0712G01,Presencial,True,4.0,0,0
2571,54854,NUTRIÇÃO,0915N01,Presencial,True,12.0,248,33
2571,54856,CIÊNCIAS BIOLÓGICAS,0511B01,Presencial,True,12.0,81,12
2571,54859,ENGENHARIA CIVIL,0732E01,Presencial,True,12.0,395,106
2571,54860,ENGENHARIA,0715E02,Presencial,True,12.0,166,55
2571,54861,FONOAUDIOLOGIA,0915F02,Presencial,True,12.0,119,28
2571,63430,SERVIÇO SOCIAL,0923S01,Presencial,True,12.0,30,7
2571,90428,SISTEMA DE INFORMAÇÃO,0615S02,Presencial,True,12.0,95,11
2571,90430,FISIOTERAPIA,0915F01,Presencial,True,12.0,216,31
2571,117174,ADMINISTRAÇÃO,0413A01,Presencial,True,12.0,118,12
2571,117210,ARQUITETURA E URBANISMO,0731A02,Presencial,True,12.0,212,25
2571,119052,ENFERMAGEM,0913E01,Presencial,True,12.0,143,19
2571,119054,ENGENHARIA DE PRODUÇÃO,0725E02,Presencial,True,12.0,93,27
2571,1074020,DIREITO,0421D01,Presencial,True,12.0,249,35
2571,1156602,ENGENHARIA CIVIL,0732E01,A distância,True,12.0,102,2
2571,1156603,ENGENHARIA DE PRODUÇÃO,0725E02,A distância,True,12.0,30,0
2571,1184432,MEDICINA,0912M01,Presencial,True,12.0,509,0
2571,1202778,ENGENHARIA ELÉTRICA,0713E05,Presencial,True,12.0,124,16
2571,1259166,CIÊNCIAS CONTÁBEIS,0411C01,Presencial,True,12.0,109,21
2571,1259167,CIÊNCIAS BIOLÓGICAS,0114B01,Presencial,True,12.0,16,2
2571,1322789,PSICOLOGIA,0313P01,Presencial,True,12.0,156,0
2571,1353669,JOGOS DIGITAIS,0613J01,A distância,True,12.0,0,0
2571,1447299,ADMINISTRAÇÃO,0413A01,A distância,True,12.0,36,0
2571,1447304,EDUCAÇÃO FÍSICA,0915E01,A distância,True,12.0,34,0
2571,1447305,TEOLOGIA,0221T01,A distância,True,12.0,27,0
2571,1447308,HISTÓRIA,0114H01,A distância,True,12.0,28,0
2571,1447312,GEOGRAFIA,0114G01,A distância,True,12.0,26,0
2571,1447319,PEDAGOGIA,0113P01,A distância,True,12.0,38,0
2571,1447322,LETRAS,0115L13,A distância,True,12.0,33,0
2571,1447327,CIÊNCIAS CONTÁBEIS,0411C01,A distância,True,12.0,50,0
2571,1447363,GESTÃO DE RECURSOS HUMANOS,0413G07,A distância,True,12.0,46,0
2571,1454594,EDUCAÇÃO FÍSICA,0915E01,Presencial,True,12.0,11,0
2571,1454595,MEDICINA VETERINÁRIA,0841M01,Presencial,True,12.0,19,0
2572,54864,ADMINISTRAÇÃO,0413A01,Presencial,True,3.0,62,4
2572,56352,PEDAGOGIA,0113P01,Presencial,True,5.0,79,5
2572,120016,ENFERMAGEM,0913E01,Presencial,True,1.0,53,0
2573,54866,TEOLOGIA,0221T01,Presencial,True,2.0,82,24
2573,1057086,TEOLOGIA,0221T01,A distância,True,5.0,1485,258
2575,4363,PEDAGOGIA,0113P01,Presencial,True,10.0,202,34
2575,4368,CIÊNCIAS CONTÁBEIS,0411C01,Presencial,True,9.0,10,0
2576,18138,ADMINISTRAÇÃO,0413A01,Presencial,True,9.0,222,36
2576,20602,CIÊNCIAS CONTÁBEIS,0411C01,Presencial,True,9.0,76,6
2576,21779,PEDAGOGIA,0113P01,Presencial,True,9.0,236,51
2576,117881,EDUCAÇÃO FÍSICA,0915E01,Presencial,True,9.0,201,33
2576,117884,ENGENHARIA QUÍMICA,0711E05,Presencial,True,9.0,31,5
2576,117920,FARMÁCIA,0916F01,Presencial,True,9.0,284,32
2576,117924,ENGENHARIA MECÂNICA,0715E02,Presencial,True,9.0,157,33
2576,117928,ENGENHARIA CIVIL,0732E01,Presencial,True,9.0,301,63
2576,117936,ENGENHARIA ELÉTRICA,0713E05,Presencial,True,9.0,91,28
2576,1052898,ENGENHARIA AMBIENTAL,0712E01,Presencial,True,9.0,54,19
2576,1284138,EDUCAÇÃO FÍSICA,0114E03,Presencial,True,9.0,40,7
2576,1284141,FISIOTERAPIA,0915F01,Presencial,True,9.0,137,0
2576,1303398,PSICOLOGIA,0313P01,Presencial,True,9.0,130,0
2576,1303900,ODONTOLOGIA,0911O01,Presencial,True,9.0,195,0
2576,1330607,NUTRIÇÃO,0915N01,Presencial,True,9.0,95,0
2579,54938,DIREITO,0421D01,Presencial,True,4.0,570,53
2579,90059,MEDICINA,0912M01,Presencial,True,6.0,792,112
2579,97085,NUTRIÇÃO,0915N01,Presencial,True,4.0,84,22
2579,97087,ADMINISTRAÇÃO,0413A01,Presencial,True,5.0,140,14
2579,97089,SISTEMAS DE INFORMAÇÃO,0615S02,Presencial,True,4.0,58,2
2579,105178,EDUCAÇÃO FÍSICA,0114E03,Presencial,True,4.0,180,22
2579,405178,EDUCAÇÃO FÍSICA,0915E01,Presencial,True,3.0,27,12
2579,1187877,ENFERMAGEM,0913E01,Presencial,True,5.0,299,38
2579,1187878,FARMÁCIA,0916F01,Presencial,True,4.0,126,24
2579,1187880,PEDAGOGIA,0113P01,Presencial,True,12.0,10,2
2579,1205398,ENGENHARIA CIVIL,0732E01,Presencial,True,4.0,229,47
2579,1285224,PSICOLOGIA,0313P01,Presencial,True,4.0,202,0
2579,1307526,ADMINISTRAÇÃO,0413A01,A distância,True,5.0,32,0
2579,1308809,GESTÃO DE RECURSOS HUMANOS,0413G07,A distância,True,4.0,1,0
2579,1457050,EDUCAÇÃO FÍSICA,0114E03,A distância,True,4.0,2,0
2579,1457051,CIÊNCIAS CONTÁBEIS,0411C01,A distância,True,4.0,0,0
2579,1457052,ENGENHARIA DE PRODUÇÃO,0725E02,A distância,True,4.0,20,0
2579,1457056,PEDAGOGIA,0113P01,A distância,True,4.0,11,0
2579,1467961,AGRONOMIA,0811A04,Presencial,True,4.0,39,0
2579,1467971,MEDICINA VETERINÁRIA,0841M01,Presencial,True,4.0,70,0
2581,55632,CIÊNCIAS CONTÁBEIS,0411C01,Presencial,True,7.0,45,0
2581,72105,PROCESSOS GERENCIAIS,0413G05,Presencial,0,0.0,18,4
2581,81194,ENFERMAGEM,0913E01,Presencial,0,0.0,269,60
2581,85680,PEDAGOGIA,0113P01,Presencial,0,0.0,84,6
2581,89518,ADMINISTRAÇÃO,0413A01,Presencial,0,0.0,213,22
2581,92015,DIREITO,0421D01,Presencial,0,0.0,611,109
2581,104494,FISIOTERAPIA,0915F01,Presencial,0,0.0,390,4
2581,115172,NUTRIÇÃO,0915N01,Presencial,0,0.0,283,16
2581,122819,SERVIÇO SOCIAL,0923S01,Presencial,0,0.0,117,17
2581,1260065,ENGENHARIA AMBIENTAL,0712E01,Presencial,0,0.0,17,0
2581,1260066,REDES DE COMPUTADORES,0612R01,Presencial,0,0.0,13,0
2581,1305137,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,0615S02,Presencial,0,0.0,94,1
2581,1305141,ENGENHARIA CIVIL,0732E01,Presencial,True,7.0,33,0
2582,55005,SISTEMAS DE INFORMAÇÃO,0615S02,Presencial,True,9.0,0,0
2582,55007,ADMINISTRAÇÃO,0413A01,Presencial,True,11.0,138,23
2582,55009,LETRAS - LÍNGUA PORTUGUESA,0115L13,Presencial,True,11.0,1,1
2582,56746,DIREITO,0421D01,Presencial,True,11.0,273,61
2582,68151,SERVIÇO SOCIAL,0923S01,Presencial,True,11.0,0,0
2582,80737,EDUCAÇÃO FÍSICA,0114E03,Presencial,True,11.0,48,16
2582,85604,AGRONEGÓCIO,0811A03,Presencial,True,10.0,0,0
2582,1181793,EDUCAÇÃO FÍSICA,0915E01,Presencial,True,11.0,46,20
2582,1186073,PEDAGOGIA,0113P01,Presencial,True,11.0,84,32
2582,1186242,GESTÃO DA TECNOLOGIA DA INFORMAÇÃO,0612G01,Presencial,True,9.0,0,0
2582,1283923,ENGENHARIA AGRONÔMICA,0811A04,Presencial,True,11.0,334,0
2582,1322379,MEDICINA VETERINÁRIA,0841M01,Presencial,True,11.0,191,0
2591,49315,CIÊNCIAS ECONÔMICAS,0311E01,Presencial,True,12.0,193,42
2593,68124,CIÊNCIAS CONTÁBEIS,0411C01,Presencial,True,4.0,297,76
2593,95175,SISTEMAS DE INFORMAÇÃO,0615S02,Presencial,True,4.0,204,33
2593,95191,ENFERMAGEM,0913E01,Presencial,True,4.0,342,58
2593,1071152,FARMÁCIA,0916F01,Presencial,True,4.0,345,71
2593,1134368,NUTRIÇÃO,0915N01,Presencial,True,4.0,376,106
2593,1174896,ARQUITETURA E URBANISMO,0731A02,Presencial,True,4.0,381,60
2593,1364093,GASTRONOMIA,1013G01,Presencial,True,4.0,101,31
2593,1364095,SEGURANÇA NO TRABALHO,1022S01,Presencial,True,4.0,51,0
2593,1386125,MEDICINA VETERINÁRIA,0841M01,Presencial,True,4.0,137,0
2593,1386328,DIREITO,0421D01,Presencial,True,4.0,186,0
2613,111236,PEDAGOGIA,0113P01,Presencial,True,12.0,155,50
2613,117530,CIÊNCIAS BIOLÓGICAS,0114B01,Presencial,True,12.0,0,0
2613,117532,SISTEMAS DE INFORMAÇÃO,0615S02,Presencial,True,12.0,180,51
2613,118828,ADMINISTRAÇÃO,0413A01,Presencial,True,12.0,207,57
2613,1077647,FISIOTERAPIA,0915F01,Presencial,True,12.0,298,114
2613,1077696,FARMÁCIA,0916F01,Presencial,True,12.0,332,168
2613,1078534,BIOMEDICINA,0914B01,Presencial,True,12.0,228,101
2613,1099815,ENFERMAGEM,0913E01,Presencial,True,12.0,450,123
2613,1156378,CIÊNCIAS CONTÁBEIS,0411C01,Presencial,True,12.0,219,93
2613,1257915,ENGENHARIA CIVIL,0732E01,Presencial,True,12.0,184,0
2613,1257916,ENGENHARIA AMBIENTAL E SANITÁRIA,0712E01,Presencial,True,12.0,75,0
2613,1257919,ARQUITETURA E URBANISMO,0731A02,Presencial,True,12.0,8,0
2613,1257920,EDUCAÇÃO FÍSICA,0114E03,Presencial,True,12.0,71,41
2613,1257921,NUTRIÇÃO,0915N01,Presencial,True,12.0,177,48
2613,1284935,PSICOLOGIA,0313P01,Presencial,True,12.0,35,0
2613,1284961,ODONTOLOGIA,0911O01,Presencial,True,12.0,302,0
2613,1304121,EDUCAÇÃO FÍSICA,0915E01,Presencial,True,12.0,74,16
2613,1365580,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,0414P01,Presencial,True,12.0,34,0
2613,1386001,DIREITO,0421D01,Presencial,True,12.0,186,0
2616,71261,ADMINISTRAÇÃO,0413A01,Presencial,True,8.0,98,44
2616,80154,DIREITO,0421D01,Presencial,True,8.0,347,65
2616,103546,EDUCAÇÃO FÍSICA,0114E03,Presencial,True,8.0,57,29
2616,120591,ENFERMAGEM,0913E01,Presencial,True,8.0,113,33
2616,1161745,ENGENHARIA CIVIL,0732E01,Presencial,True,8.0,94,37
2616,1280291,PSICOLOGIA,0313P01,Presencial,True,8.0,89,0
2617,73717,TEOLOGIA,0221T01,Presencial,True,1.0,39,7
2617,73719,FILOSOFIA,0223F01,Presencial,True,1.0,47,8
2617,120737,FILOSOFIA,0114F01,Presencial,True,1.0,25,7
2620,87452,ADMINISTRAÇÃO,0413A01,Presencial,True,1.0,92,21
2620,87454,PEDAGOGIA,0113P01,Presencial,True,1.0,98,2
2620,106018,SERVIÇO SOCIAL,0923S01,Presencial,True,1.0,12,4
2620,116664,ARTES,0114A01,Presencial,True,1.0,22,9
2620,1048400,ENGENHARIA DE PRODUÇÃO,0725E02,Presencial,True,1.0,29,10
2620,1074417,MATEMÁTICA,0114M01,Presencial,True,1.0,26,4
2620,1322776,LETRAS - PORTUGUÊS E INGLÊS,0115L15,Presencial,True,1.0,21,0
2620,1323876,CIÊNCIA DA COMPUTAÇÃO,0614C01,Presencial,True,1.0,29,0
2620,1323877,CIÊNCIAS CONTÁBEIS,0411C01,Presencial,True,1.0,123,25
2620,1324172,HISTÓRIA,0114H01,Presencial,True,1.0,21,0
2620,1330920,ENGENHARIA CIVIL,0732E01,Presencial,True,1.0,10,0
2620,5000757,LETRAS COM PORTUGUÊS E ESPANHOL,0115L12,Presencial,True,1.0,3,2
2623,86426,ADMINISTRAÇÃO,0413A01,Presencial,True,2.0,49,12
2623,109254,CIÊNCIAS CONTÁBEIS,0411C01,Presencial,True,2.0,96,23
2623,1170402,PEDAGOGIA,0113P01,Presencial,True,3.0,224,19
2624,55532,ADMINISTRAÇÃO,0413A01,Presencial,True,8.0,68,3
2624,96175,DIREITO,0421D01,Presencial,True,8.0,301,34
2624,1186241,ENGENHARIA DE PRODUÇÃO,0725E02,Presencial,True,8.0,32,6
2624,1257497,CIÊNCIAS CONTÁBEIS,0411C01,Presencial,True,8.0,46,11
2624,1257499,NEGÓCIOS IMOBILIÁRIOS,0416N01,Presencial,0,0.0,5,5
2625,55536,REDES DE COMPUTADORES,0612R01,Presencial,True,1.0,16,0
2625,74826,GESTÃO FINANCEIRA,0412G01,Presencial,True,2.0,79,2
2625,74828,LOGÍSTICA,0413L01,Presencial,True,2.0,102,1
2625,74832,MARKETING,0414M01,Presencial,True,2.0,135,0
2625,74837,GESTÃO DE RECURSOS HUMANOS,0413G07,Presencial,True,2.0,192,21
2625,86560,SISTEMAS PARA INTERNET,0615S03,Presencial,True,2.0,13,0
2625,96936,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,0615S02,Presencial,True,2.0,105,1
2625,120408,CIÊNCIA DA COMPUTAÇÃO,0614C01,Presencial,True,2.0,108,1
2625,1118149,ENGENHARIA DA COMPUTAÇÃO,0616E01,Presencial,True,2.0,40,0
2625,1119928,ENGENHARIA DE PRODUÇÃO,0725E02,Presencial,True,2.0,65,0
2629,83884,CIÊNCIAS CONTÁBEIS,0411C01,Presencial,True,1.0,50,7
2629,98962,ADMINISTRAÇÃO,0413A01,Presencial,True,1.0,12,5
2629,107088,DIREITO,0421D01,Presencial,True,1.0,272,35
2629,121036,PSICOLOGIA,0313P01,Presencial,True,1.0,74,20
2629,122604,PEDAGOGIA,0113P01,Presencial,True,1.0,0,0
2629,1101170,ENFERMAGEM,0913E01,Presencial,True,1.0,87,24
2629,1206020,FISIOTERAPIA,0915F01,Presencial,True,1.0,90,15
2632,36301,ADMINISTRAÇÃO,0413A01,Presencial,True,10.0,104,13
2632,49092,CIÊNCIAS CONTÁBEIS,0411C01,Presencial,True,10.0,112,20
2632,72661,DIREITO,0421D01,Presencial,True,9.0,462,76
2632,109566,ENFERMAGEM,0913E01,Presencial,True,10.0,161,10
2632,109568,FISIOTERAPIA,0915F01,Presencial,True,10.0,203,52
2636,95966,DIREITO,0421D01,Presencial,True,12.0,237,50
2636,118990,FARMÁCIA,0916F01,Presencial,True,12.0,55,15
2636,1080171,ENFERMAGEM,0913E01,Presencial,True,12.0,70,6
2636,1152783,ADMINISTRAÇÃO,0413A01,Presencial,True,12.0,72,9
2636,1178677,CIÊNCIAS CONTÁBEIS,0411C01,Presencial,True,12.0,87,11
2636,1189607,MEDICINA,0912M01,Presencial,True,12.0,253,0
2636,1279781,FISIOTERAPIA,0915F01,Presencial,True,12.0,96,16
2636,1395733,PSICOLOGIA,0313P01,Presencial,True,12.0,20,0
2636,1396874,NUTRIÇÃO,0915N01,Presencial,True,12.0,26,0
2642,98151,PEDAGOGIA,0113P01,Presencial,True,2.0,5,4
2642,99780,ENFERMAGEM,0913E01,Presencial,True,1.0,151,98
2642,1098806,CIÊNCIAS BIOLÓGICAS,0114B01,Presencial,True,2.0,0,0
2642,1101839,MATEMÁTICA,0114M01,Presencial,True,1.0,2,2
2642,1163839,EDUCAÇÃO FÍSICA,0114E03,Presencial,True,1.0,23,11
2642,1186715,DIREITO,0421D01,Presencial,True,1.0,72,0
2647,67569,ENFERMAGEM,0913E01,Presencial,True,9.0,464,112
2647,67609,ADMINISTRAÇÃO,0413A01,Presencial,True,9.0,95,18
2647,96094,PSICOLOGIA,0313P01,Presencial,True,9.0,421,79
2647,1351405,GESTÃO COMERCIAL,0416G01,Presencial,True,9.0,35,12
2652,88930,TEOLOGIA,0221T01,Presencial,0,0.0,126,15
2652,1261986,TEOLOGIA,0221T01,A distância,0,0.0,147,0
2676,73432,EDUCAÇÃO FÍSICA,0114E03,Presencial,True,4.0,277,88
2676,73434,CIÊNCIAS CONTÁBEIS,0411C01,Presencial,True,4.0,176,21
2676,73436,ADMINISTRAÇÃO,0413A01,Presencial,True,4.0,166,8
2676,73438,SISTEMAS DE INFORMAÇÃO,0615S02,Presencial,0,0.0,1,1
2676,99214,RELAÇÕES INTERNACIONAIS,0312R01,Presencial,True,3.0,129,2
2676,1155915,DIREITO,0421D01,Presencial,True,4.0,473,0
2676,1179480,GESTÃO FINANCEIRA,0412G01,Presencial,True,4.0,88,18
2676,1180090,MARKETING,0414M01,Presencial,True,4.0,67,15
2676,1180102,GESTÃO DA PRODUÇÃO INDUSTRIAL,0413G01,Presencial,True,4.0,20,1
2676,1284810,LOGÍSTICA,0413L01,Presencial,True,4.0,80,1
2676,1285186,GESTÃO PORTUÁRIA,1041G01,Presencial,True,4.0,15,0
2676,1385680,EDUCAÇÃO FÍSICA,0915E01,Presencial,True,4.0,64,0
2677,73842,PEDAGOGIA,0113P01,Presencial,True,3.0,542,100
2687,67267,ADMINISTRAÇÃO,0413A01,Presencial,True,12.0,302,53
2687,67270,CIÊNCIAS CONTÁBEIS,0411C01,Presencial,True,12.0,209,39
